row_id,entity_id,snapshot_month,tenure_months,monthly_usage_hours,usage_change_90d,support_tickets_90d,late_payments_180d,plan_tier,region,marketing_contacts_30d,future_refund_30d,churn_30d
customer-0097-2025-03,customer-0097,2025-03,17,19.179,-4.226,0,1,standard,north,3,0,1
customer-0098-2025-01,customer-0098,2025-01,19,19.483,-10.339,0,0,basic,north,1,0,0
customer-0098-2025-02,customer-0098,2025-02,20,21.504,-4.375,0,1,basic,north,2,0,0
customer-0098-2025-03,customer-0098,2025-03,21,25.126,-3.143,1,1,basic,north,1,1,1
customer-0099-2025-01,customer-0099,2025-01,33,14.935,9.812,1,1,basic,south,1,0,0
customer-0099-2025-02,customer-0099,2025-02,34,16.230,9.028,2,0,basic,south,0,0,0
customer-0099-2025-03,customer-0099,2025-03,35,12.071,0.057,1,1,basic,south,4,0,0
customer-0100-2025-01,customer-0100,2025-01,32,19.178,-0.200,6,1,basic,south,1,0,0
customer-0100-2025-02,customer-0100,2025-02,33,25.010,3.257,0,0,basic,south,0,0,0
customer-0100-2025-03,customer-0100,2025-03,34,25.661,-3.062,1,0,basic,south,1,0,0
customer-0101-2025-01,customer-0101,2025-01,21,20.701,0.207,1,0,basic,north,3,0,0
customer-0101-2025-02,customer-0101,2025-02,22,16.719,-9.930,0,1,basic,north,1,0,0
customer-0101-2025-03,customer-0101,2025-03,23,27.306,6.371,0,0,basic,north,3,0,0
customer-0102-2025-01,customer-0102,2025-01,6,28.542,1.692,0,1,basic,south,3,1,1
customer-0102-2025-02,customer-0102,2025-02,7,23.546,-2.633,3,0,basic,south,1,0,0
customer-0102-2025-03,customer-0102,2025-03,8,25.913,-0.507,0,1,basic,south,4,0,0
customer-0103-2025-01,customer-0103,2025-01,39,13.103,-7.058,0,1,premium,north,4,0,0
customer-0103-2025-02,customer-0103,2025-02,40,10.123,-5.207,0,0,premium,north,2,0,0
customer-0103-2025-03,customer-0103,2025-03,41,13.230,-1.274,2,0,premium,north,0,0,0
customer-0104-2025-01,customer-0104,2025-01,15,21.383,6.253,0,2,basic,north,3,0,0
customer-0104-2025-02,customer-0104,2025-02,16,19.989,8.251,1,0,basic,north,2,1,0
customer-0104-2025-03,customer-0104,2025-03,17,21.938,6.765,0,0,basic,north,0,0,0
customer-0105-2025-01,customer-0105,2025-01,2,17.841,6.069,5,0,basic,south,1,0,0
customer-0105-2025-02,customer-0105,2025-02,3,16.050,-4.445,6,0,basic,south,1,0,0
customer-0105-2025-03,customer-0105,2025-03,4,13.908,-4.244,0,2,basic,south,3,1,1
customer-0106-2025-01,customer-0106,2025-01,18,19.960,6.124,0,0,standard,south,1,0,0
customer-0106-2025-02,customer-0106,2025-02,19,21.597,9.879,2,2,standard,south,0,0,0
customer-0106-2025-03,customer-0106,2025-03,20,13.582,-8.236,5,1,standard,south,0,0,1
customer-0107-2025-01,customer-0107,2025-01,39,14.530,1.218,1,0,standard,north,1,0,0
customer-0107-2025-02,customer-0107,2025-02,40,16.316,8.902,0,0,standard,north,3,0,0
customer-0107-2025-03,customer-0107,2025-03,41,19.014,8.718,0,0,standard,north,4,0,0
customer-0108-2025-01,customer-0108,2025-01,4,21.363,-4.567,0,0,basic,south,4,0,0
customer-0108-2025-02,customer-0108,2025-02,5,15.597,1.273,0,1,basic,south,1,0,0
customer-0108-2025-03,customer-0108,2025-03,6,23.710,-1.746,0,0,basic,south,1,0,0
customer-0109-2025-01,customer-0109,2025-01,31,25.223,-12.059,0,1,standard,north,3,1,1
customer-0109-2025-02,customer-0109,2025-02,32,27.116,1.606,1,0,standard,north,4,0,0
customer-0109-2025-03,customer-0109,2025-03,33,25.728,-10.513,0,0,standard,north,0,0,0
customer-0110-2025-01,customer-0110,2025-01,23,17.880,-6.444,0,0,basic,south,0,1,1
customer-0110-2025-02,customer-0110,2025-02,24,26.229,-4.718,0,0,basic,south,2,0,0
customer-0110-2025-03,customer-0110,2025-03,25,23.005,-4.076,1,0,basic,south,3,0,0
customer-0111-2025-01,customer-0111,2025-01,19,10.260,-3.515,2,1,standard,north,4,0,0
customer-0111-2025-02,customer-0111,2025-02,20,13.501,3.716,2,0,standard,north,3,0,0
customer-0111-2025-03,customer-0111,2025-03,21,17.210,6.580,0,0,standard,north,1,0,0
customer-0112-2025-01,customer-0112,2025-01,14,11.676,3.054,1,0,standard,west,1,0,0
customer-0112-2025-02,customer-0112,2025-02,15,14.484,4.425,0,0,standard,west,3,0,0
customer-0112-2025-03,customer-0112,2025-03,16,6.788,-4.168,2,0,standard,west,4,1,1
customer-0113-2025-01,customer-0113,2025-01,10,23.845,-2.455,0,0,standard,north,3,0,0
customer-0113-2025-02,customer-0113,2025-02,11,27.841,-3.009,0,1,standard,north,3,0,0
customer-0113-2025-03,customer-0113,2025-03,12,25.403,3.121,0,0,standard,north,1,0,0
customer-0114-2025-01,customer-0114,2025-01,35,24.512,-12.013,2,0,basic,west,2,1,1
customer-0114-2025-02,customer-0114,2025-02,36,26.108,0.168,1,2,basic,west,0,1,1
customer-0114-2025-03,customer-0114,2025-03,37,25.230,-4.640,0,2,basic,west,3,0,0
customer-0115-2025-01,customer-0115,2025-01,44,20.021,-6.158,0,0,premium,east,2,0,0
customer-0115-2025-02,customer-0115,2025-02,45,18.674,1.528,0,0,premium,east,3,0,0
customer-0115-2025-03,customer-0115,2025-03,46,18.011,-9.894,1,0,premium,east,3,0,0
customer-0116-2025-01,customer-0116,2025-01,35,17.432,3.473,3,1,standard,west,0,0,0
customer-0116-2025-02,customer-0116,2025-02,36,18.030,6.230,0,0,standard,west,1,0,0
customer-0116-2025-03,customer-0116,2025-03,37,13.566,8.348,0,0,standard,west,2,0,0
customer-0117-2025-01,customer-0117,2025-01,21,17.233,-3.384,2,0,premium,north,3,0,0
customer-0117-2025-02,customer-0117,2025-02,22,18.804,-2.724,0,0,premium,north,3,0,0
customer-0117-2025-03,customer-0117,2025-03,23,18.398,7.011,0,0,premium,north,2,0,0
customer-0118-2025-01,customer-0118,2025-01,28,19.084,0.930,1,1,standard,east,1,0,0
customer-0118-2025-02,customer-0118,2025-02,29,19.635,-7.580,0,1,standard,east,0,0,0
customer-0118-2025-03,customer-0118,2025-03,30,17.506,5.484,2,0,standard,east,0,0,1
customer-0119-2025-01,customer-0119,2025-01,37,30.527,-7.363,0,0,basic,north,0,0,0
customer-0119-2025-02,customer-0119,2025-02,38,27.580,-14.814,0,0,basic,north,1,0,0
customer-0119-2025-03,customer-0119,2025-03,39,29.358,-17.020,0,0,basic,north,4,0,0
customer-0120-2025-01,customer-0120,2025-01,8,24.998,-6.036,0,0,basic,north,1,0,0
customer-0120-2025-02,customer-0120,2025-02,9,22.665,8.947,0,0,basic,north,1,0,0
customer-0120-2025-03,customer-0120,2025-03,10,17.800,-9.625,1,1,basic,north,4,0,0
customer-0121-2025-01,customer-0121,2025-01,32,27.442,2.664,0,0,premium,west,3,0,0
customer-0121-2025-02,customer-0121,2025-02,33,24.967,-5.658,0,0,premium,west,4,0,0
customer-0121-2025-03,customer-0121,2025-03,34,31.122,-3.574,1,0,premium,west,3,0,0
customer-0122-2025-01,customer-0122,2025-01,22,15.632,-3.831,1,0,standard,south,1,0,0
customer-0122-2025-02,customer-0122,2025-02,23,21.841,10.338,0,0,standard,south,2,0,0
customer-0122-2025-03,customer-0122,2025-03,24,15.085,-0.559,0,0,standard,south,1,0,0
customer-0123-2025-01,customer-0123,2025-01,12,27.834,4.729,1,0,premium,west,4,0,0
customer-0123-2025-02,customer-0123,2025-02,13,23.705,-14.634,0,0,premium,west,4,0,0
customer-0123-2025-03,customer-0123,2025-03,14,34.225,-6.243,0,0,premium,west,1,0,0
customer-0124-2025-01,customer-0124,2025-01,19,31.984,-12.409,0,0,basic,north,0,1,0
customer-0124-2025-02,customer-0124,2025-02,20,30.646,-8.955,1,0,basic,north,2,1,0
customer-0124-2025-03,customer-0124,2025-03,21,31.115,-14.918,0,0,basic,north,2,0,0
customer-0125-2025-01,customer-0125,2025-01,13,18.004,-4.221,3,0,premium,west,3,0,0
customer-0125-2025-02,customer-0125,2025-02,14,16.644,-7.254,1,1,premium,west,4,0,0
customer-0125-2025-03,customer-0125,2025-03,15,18.364,-0.668,0,0,premium,west,2,0,0
customer-0126-2025-01,customer-0126,2025-01,29,18.926,5.001,0,1,premium,east,2,0,0
customer-0126-2025-02,customer-0126,2025-02,30,19.147,4.897,2,0,premium,east,4,0,0
customer-0126-2025-03,customer-0126,2025-03,31,15.171,-8.939,0,0,premium,east,4,1,0
customer-0127-2025-01,customer-0127,2025-01,8,16.915,-1.692,0,1,standard,north,1,0,0
customer-0127-2025-02,customer-0127,2025-02,9,16.823,-6.366,0,0,standard,north,1,0,0
customer-0127-2025-03,customer-0127,2025-03,10,19.767,0.321,0,0,standard,north,3,0,0
customer-0128-2025-01,customer-0128,2025-01,34,9.504,-9.059,4,1,standard,south,1,0,0
customer-0128-2025-02,customer-0128,2025-02,35,12.165,2.969,1,0,standard,south,0,1,0
customer-0128-2025-03,customer-0128,2025-03,36,11.274,-3.783,6,1,standard,south,0,0,0
customer-0129-2025-01,customer-0129,2025-01,45,15.285,0.504,1,0,premium,west,3,0,0
customer-0129-2025-02,customer-0129,2025-02,46,23.071,-9.180,0,0,premium,west,2,0,0
customer-0129-2025-03,customer-0129,2025-03,47,20.591,-5.881,0,0,premium,west,1,0,1
customer-0130-2025-01,customer-0130,2025-01,36,23.842,-1.219,0,0,basic,east,3,0,0
customer-0130-2025-02,customer-0130,2025-02,37,23.809,-0.347,0,1,basic,east,0,0,0
customer-0130-2025-03,customer-0130,2025-03,38,27.006,9.023,2,1,basic,east,2,1,1
customer-0131-2025-01,customer-0131,2025-01,38,27.828,2.747,1,0,standard,west,1,1,1
customer-0131-2025-02,customer-0131,2025-02,39,29.292,5.762,0,1,standard,west,0,1,1
customer-0131-2025-03,customer-0131,2025-03,40,27.222,-4.295,0,1,standard,west,0,1,0
customer-0132-2025-01,customer-0132,2025-01,21,11.621,-2.274,2,1,standard,south,4,0,0
customer-0132-2025-02,customer-0132,2025-02,22,6.841,-14.844,2,0,standard,south,0,0,0
customer-0132-2025-03,customer-0132,2025-03,23,2.714,-3.611,0,0,standard,south,4,0,0
customer-0133-2025-01,customer-0133,2025-01,19,26.573,-3.446,1,1,standard,east,1,0,0
customer-0133-2025-02,customer-0133,2025-02,20,31.196,-5.737,1,0,standard,east,4,0,0
customer-0133-2025-03,customer-0133,2025-03,21,34.357,6.908,3,0,standard,east,3,0,0
customer-0134-2025-01,customer-0134,2025-01,27,16.040,4.443,0,0,basic,north,4,0,0
customer-0134-2025-02,customer-0134,2025-02,28,18.210,4.859,0,0,basic,north,3,1,0
customer-0134-2025-03,customer-0134,2025-03,29,12.905,-13.271,1,1,basic,north,3,0,0
customer-0135-2025-01,customer-0135,2025-01,20,13.476,-14.061,0,0,basic,west,0,0,0
customer-0135-2025-02,customer-0135,2025-02,21,20.217,-4.520,0,1,basic,west,0,0,0
customer-0135-2025-03,customer-0135,2025-03,22,16.414,-0.467,0,0,basic,west,0,0,0
customer-0136-2025-01,customer-0136,2025-01,3,28.063,-0.207,2,0,basic,north,0,0,0
customer-0136-2025-02,customer-0136,2025-02,4,20.002,6.292,1,0,basic,north,1,0,0
customer-0136-2025-03,customer-0136,2025-03,5,24.300,5.152,1,0,basic,north,0,0,0
customer-0137-2025-01,customer-0137,2025-01,23,21.104,-11.777,0,0,standard,west,2,1,1
customer-0137-2025-02,customer-0137,2025-02,24,21.839,-12.844,2,0,standard,west,1,0,0
customer-0137-2025-03,customer-0137,2025-03,25,27.014,-0.966,0,0,standard,west,3,0,0
customer-0138-2025-01,customer-0138,2025-01,18,24.938,3.842,0,0,standard,north,4,0,0
customer-0138-2025-02,customer-0138,2025-02,19,20.623,-0.040,1,0,standard,north,3,0,0
customer-0138-2025-03,customer-0138,2025-03,20,15.029,-13.246,0,0,standard,north,4,0,0
customer-0139-2025-01,customer-0139,2025-01,11,21.213,0.835,0,1,standard,west,3,0,0
customer-0139-2025-02,customer-0139,2025-02,12,23.277,-10.440,0,1,standard,west,0,0,0
customer-0139-2025-03,customer-0139,2025-03,13,22.398,3.626,4,0,standard,west,2,1,1
customer-0140-2025-01,customer-0140,2025-01,32,22.356,4.761,0,0,basic,east,4,0,0
customer-0140-2025-02,customer-0140,2025-02,33,24.515,4.086,0,0,basic,east,3,0,0
customer-0140-2025-03,customer-0140,2025-03,34,18.729,-9.649,0,0,basic,east,1,0,0
customer-0141-2025-01,customer-0141,2025-01,44,24.507,4.205,2,1,basic,east,0,0,0
customer-0141-2025-02,customer-0141,2025-02,45,23.453,-0.827,1,0,basic,east,4,0,0
customer-0141-2025-03,customer-0141,2025-03,46,22.583,4.979,7,0,basic,east,1,1,0
customer-0142-2025-01,customer-0142,2025-01,24,14.242,-6.128,0,0,basic,west,4,0,0
customer-0142-2025-02,customer-0142,2025-02,25,22.281,4.299,0,0,basic,west,1,0,0
customer-0142-2025-03,customer-0142,2025-03,26,19.203,-5.112,0,0,basic,west,1,0,0
customer-0143-2025-01,customer-0143,2025-01,16,27.785,-1.891,0,0,standard,south,0,0,0
customer-0143-2025-02,customer-0143,2025-02,17,26.069,-1.409,0,0,standard,south,2,0,0
customer-0143-2025-03,customer-0143,2025-03,18,29.069,-3.951,0,1,standard,south,0,0,0
customer-0144-2025-01,customer-0144,2025-01,13,15.246,-7.039,3,0,basic,west,2,0,0
customer-0144-2025-02,customer-0144,2025-02,14,16.433,3.027,6,1,basic,west,4,1,1
customer-0144-2025-03,customer-0144,2025-03,15,17.034,-5.017,1,0,basic,west,0,0,0
customer-0145-2025-01,customer-0145,2025-01,9,13.470,-0.224,0,0,premium,west,4,0,0
customer-0145-2025-02,customer-0145,2025-02,10,12.029,-10.650,0,0,premium,west,0,1,0
customer-0145-2025-03,customer-0145,2025-03,11,6.772,-4.763,1,0,premium,west,0,0,0
customer-0146-2025-01,customer-0146,2025-01,28,32.364,-2.481,0,0,standard,east,2,1,0
customer-0146-2025-02,customer-0146,2025-02,29,28.021,1.309,1,0,standard,east,1,0,1
customer-0146-2025-03,customer-0146,2025-03,30,27.311,-8.962,1,0,standard,east,3,0,0
customer-0147-2025-01,customer-0147,2025-01,38,12.766,1.071,2,1,standard,north,0,0,0
customer-0147-2025-02,customer-0147,2025-02,39,13.334,0.075,2,0,standard,north,1,0,0
customer-0147-2025-03,customer-0147,2025-03,40,7.587,-0.212,0,0,standard,north,3,0,0
customer-0148-2025-01,customer-0148,2025-01,5,21.465,-10.959,0,1,basic,east,2,0,0
customer-0148-2025-02,customer-0148,2025-02,6,27.957,4.726,1,0,basic,east,1,0,0
customer-0148-2025-03,customer-0148,2025-03,7,22.010,4.574,0,0,basic,east,1,0,1
customer-0149-2025-01,customer-0149,2025-01,39,19.186,0.280,1,0,premium,south,4,0,0
customer-0149-2025-02,customer-0149,2025-02,40,19.926,-1.694,1,1,premium,south,3,0,0
customer-0149-2025-03,customer-0149,2025-03,41,23.878,5.494,2,0,premium,south,0,0,0
customer-0150-2025-01,customer-0150,2025-01,13,20.143,10.370,0,0,basic,west,3,0,1
customer-0150-2025-02,customer-0150,2025-02,14,20.398,-2.303,0,1,basic,west,4,0,0
customer-0150-2025-03,customer-0150,2025-03,15,16.119,1.932,4,0,basic,west,0,0,0
customer-0151-2025-01,customer-0151,2025-01,22,25.789,-10.720,0,0,standard,north,1,0,0
customer-0151-2025-02,customer-0151,2025-02,23,22.224,-13.977,1,0,standard,north,2,0,0
customer-0151-2025-03,customer-0151,2025-03,24,28.834,3.257,1,1,standard,north,0,1,0
customer-0152-2025-01,customer-0152,2025-01,26,8.118,-7.903,4,0,premium,south,0,0,0
customer-0152-2025-02,customer-0152,2025-02,27,12.313,5.417,0,0,premium,south,1,0,0
customer-0152-2025-03,customer-0152,2025-03,28,14.792,10.421,0,0,premium,south,1,0,0
customer-0153-2025-01,customer-0153,2025-01,42,9.842,5.033,4,1,basic,west,3,0,0
customer-0153-2025-02,customer-0153,2025-02,43,11.292,4.248,2,1,basic,west,0,0,0
customer-0153-2025-03,customer-0153,2025-03,44,11.523,-0.149,1,1,basic,west,1,0,0
customer-0154-2025-01,customer-0154,2025-01,43,12.644,-20.210,0,0,standard,south,3,0,0
customer-0154-2025-02,customer-0154,2025-02,44,24.853,-5.222,0,0,standard,south,4,0,0
customer-0154-2025-03,customer-0154,2025-03,45,23.443,-5.166,0,0,standard,south,1,0,0
customer-0155-2025-01,customer-0155,2025-01,12,17.835,5.836,2,1,standard,south,0,0,1
customer-0155-2025-02,customer-0155,2025-02,13,13.541,-3.852,1,0,standard,south,0,0,0
customer-0155-2025-03,customer-0155,2025-03,14,12.476,4.888,2,0,standard,south,4,0,0
customer-0156-2025-01,customer-0156,2025-01,28,10.985,-9.648,0,0,standard,east,2,0,0
customer-0156-2025-02,customer-0156,2025-02,29,6.940,-8.087,0,0,standard,east,3,0,0
customer-0156-2025-03,customer-0156,2025-03,30,14.816,-1.978,1,2,standard,east,0,1,1
customer-0157-2025-01,customer-0157,2025-01,22,28.947,7.960,0,0,basic,west,4,0,0
customer-0157-2025-02,customer-0157,2025-02,23,27.211,-0.251,0,1,basic,west,2,0,0
customer-0157-2025-03,customer-0157,2025-03,24,23.145,-3.302,0,0,basic,west,4,0,0
customer-0158-2025-01,customer-0158,2025-01,21,13.082,-9.462,0,0,basic,east,0,0,0
customer-0158-2025-02,customer-0158,2025-02,22,18.126,1.210,0,0,basic,east,1,1,0
customer-0158-2025-03,customer-0158,2025-03,23,11.773,-8.719,1,0,basic,east,1,1,1
customer-0159-2025-01,customer-0159,2025-01,18,19.971,8.572,3,1,premium,south,3,0,0
customer-0159-2025-02,customer-0159,2025-02,19,22.244,0.282,0,0,premium,south,1,0,0
customer-0159-2025-03,customer-0159,2025-03,20,17.162,-0.560,0,1,premium,south,3,0,0
customer-0160-2025-01,customer-0160,2025-01,40,22.806,-0.401,0,0,standard,east,2,0,0
customer-0160-2025-02,customer-0160,2025-02,41,21.481,5.684,0,1,standard,east,4,0,0
customer-0160-2025-03,customer-0160,2025-03,42,19.059,-8.033,2,1,standard,east,0,0,0
customer-0161-2025-01,customer-0161,2025-01,43,19.995,0.615,0,0,basic,north,2,0,0
customer-0161-2025-02,customer-0161,2025-02,44,20.702,-1.872,0,0,basic,north,2,0,0
customer-0161-2025-03,customer-0161,2025-03,45,20.586,-12.156,0,0,basic,north,4,0,0
customer-0162-2025-01,customer-0162,2025-01,41,18.844,-12.439,0,0,basic,south,0,0,0
customer-0162-2025-02,customer-0162,2025-02,42,23.928,-1.162,2,0,basic,south,3,0,0
customer-0162-2025-03,customer-0162,2025-03,43,27.262,-8.083,0,0,basic,south,3,0,0
customer-0163-2025-01,customer-0163,2025-01,42,9.221,-9.729,1,0,basic,north,2,0,0
customer-0163-2025-02,customer-0163,2025-02,43,12.527,6.337,0,1,basic,north,0,0,0
customer-0163-2025-03,customer-0163,2025-03,44,18.733,0.652,1,0,basic,north,4,0,0
customer-0164-2025-01,customer-0164,2025-01,11,16.578,-7.285,0,0,standard,west,2,1,1
customer-0164-2025-02,customer-0164,2025-02,12,10.134,-5.228,0,0,standard,west,3,0,1
customer-0164-2025-03,customer-0164,2025-03,13,17.280,-4.291,1,0,standard,west,1,0,0
customer-0165-2025-01,customer-0165,2025-01,23,27.300,-3.502,0,0,standard,north,4,0,0
customer-0165-2025-02,customer-0165,2025-02,24,25.028,-2.839,0,0,standard,north,2,1,1
customer-0165-2025-03,customer-0165,2025-03,25,22.989,-5.330,1,0,standard,north,4,0,0
customer-0166-2025-01,customer-0166,2025-01,27,34.715,8.398,0,1,basic,east,4,0,0
customer-0166-2025-02,customer-0166,2025-02,28,26.669,-6.245,0,0,basic,east,0,0,0
customer-0166-2025-03,customer-0166,2025-03,29,30.229,-6.297,0,0,basic,east,3,0,0
customer-0167-2025-01,customer-0167,2025-01,13,10.749,-13.901,0,0,basic,south,2,0,0
customer-0167-2025-02,customer-0167,2025-02,14,14.517,-5.795,0,1,basic,south,0,0,0
customer-0167-2025-03,customer-0167,2025-03,15,16.206,-2.537,0,0,basic,south,1,0,0
customer-0168-2025-01,customer-0168,2025-01,39,21.964,6.191,0,0,basic,east,3,0,0
customer-0168-2025-02,customer-0168,2025-02,40,16.942,0.675,1,1,basic,east,4,0,0
customer-0168-2025-03,customer-0168,2025-03,41,19.371,-0.340,1,1,basic,east,3,0,0
customer-0169-2025-01,customer-0169,2025-01,30,23.382,5.707,1,0,standard,south,2,0,0
customer-0169-2025-02,customer-0169,2025-02,31,28.544,14.385,0,1,standard,south,3,0,0
customer-0169-2025-03,customer-0169,2025-03,32,22.031,2.736,2,1,standard,south,0,1,1
customer-0170-2025-01,customer-0170,2025-01,48,23.444,-14.199,0,0,basic,south,3,0,0
customer-0170-2025-02,customer-0170,2025-02,49,28.149,0.102,1,0,basic,south,3,0,0
customer-0170-2025-03,customer-0170,2025-03,50,24.495,-5.892,1,0,basic,south,3,0,0
customer-0171-2025-01,customer-0171,2025-01,36,28.273,6.158,5,0,basic,south,2,0,0
customer-0171-2025-02,customer-0171,2025-02,37,23.603,-0.921,3,0,basic,south,1,0,1
customer-0171-2025-03,customer-0171,2025-03,38,24.694,-2.292,2,1,basic,south,1,0,0
customer-0172-2025-01,customer-0172,2025-01,18,10.850,6.996,0,0,basic,north,0,0,0
customer-0172-2025-02,customer-0172,2025-02,19,9.749,-0.143,8,0,basic,north,1,1,0
customer-0172-2025-03,customer-0172,2025-03,20,11.014,-7.883,5,0,basic,north,0,0,0
customer-0173-2025-01,customer-0173,2025-01,48,15.145,-3.017,0,1,standard,south,0,0,0
customer-0173-2025-02,customer-0173,2025-02,49,18.611,-5.443,0,0,standard,south,1,0,0
customer-0173-2025-03,customer-0173,2025-03,50,27.628,2.979,2,0,standard,south,0,0,0
customer-0174-2025-01,customer-0174,2025-01,35,18.668,-1.063,2,0,basic,north,4,0,0
customer-0174-2025-02,customer-0174,2025-02,36,15.121,2.227,2,1,basic,north,2,0,0
customer-0174-2025-03,customer-0174,2025-03,37,14.391,-3.870,1,0,basic,north,0,0,0
customer-0175-2025-01,customer-0175,2025-01,25,7.800,-2.964,0,0,premium,west,1,0,0
customer-0175-2025-02,customer-0175,2025-02,26,15.277,1.490,3,0,premium,west,2,0,0
customer-0175-2025-03,customer-0175,2025-03,27,6.551,-1.465,0,0,premium,west,2,0,0
customer-0176-2025-01,customer-0176,2025-01,6,14.800,-15.625,0,0,basic,south,0,0,0
customer-0176-2025-02,customer-0176,2025-02,7,25.621,-4.787,0,0,basic,south,2,0,0
customer-0176-2025-03,customer-0176,2025-03,8,16.750,-12.067,0,0,basic,south,2,0,0
customer-0177-2025-01,customer-0177,2025-01,33,19.942,-10.482,0,0,standard,east,1,0,0
customer-0177-2025-02,customer-0177,2025-02,34,18.377,1.418,2,0,standard,east,1,0,0
customer-0177-2025-03,customer-0177,2025-03,35,21.423,4.841,0,1,standard,east,0,0,0
customer-0178-2025-01,customer-0178,2025-01,32,11.694,-4.340,0,0,standard,north,3,0,0
customer-0178-2025-02,customer-0178,2025-02,33,11.575,0.311,0,0,standard,north,4,0,0
customer-0178-2025-03,customer-0178,2025-03,34,16.778,-4.918,3,0,standard,north,2,0,0
customer-0179-2025-01,customer-0179,2025-01,32,22.068,-0.938,2,0,basic,south,2,0,0
customer-0179-2025-02,customer-0179,2025-02,33,17.793,-5.870,0,0,basic,south,4,0,0
customer-0179-2025-03,customer-0179,2025-03,34,17.602,-1.618,0,1,basic,south,1,0,0
customer-0180-2025-01,customer-0180,2025-01,20,28.996,-3.419,0,0,standard,east,1,0,0
customer-0180-2025-02,customer-0180,2025-02,21,31.136,-2.595,2,1,standard,east,4,0,0
customer-0180-2025-03,customer-0180,2025-03,22,26.135,-7.345,0,0,standard,east,0,0,0
customer-0181-2025-01,customer-0181,2025-01,22,10.995,6.787,1,0,standard,west,0,0,0
customer-0181-2025-02,customer-0181,2025-02,23,11.927,0.251,0,0,standard,west,2,1,0
customer-0181-2025-03,customer-0181,2025-03,24,16.391,0.550,1,0,standard,west,0,0,0
customer-0182-2025-01,customer-0182,2025-01,45,24.329,-13.252,0,0,standard,south,0,0,0
customer-0182-2025-02,customer-0182,2025-02,46,24.078,-4.970,0,0,standard,south,3,0,0
customer-0182-2025-03,customer-0182,2025-03,47,23.598,-8.619,0,0,standard,south,1,0,0
customer-0183-2025-01,customer-0183,2025-01,28,21.820,-4.569,1,1,basic,west,4,0,0
customer-0183-2025-02,customer-0183,2025-02,29,16.597,-9.821,1,0,basic,west,3,0,0
customer-0183-2025-03,customer-0183,2025-03,30,18.908,-12.635,0,0,basic,west,0,1,1
customer-0184-2025-01,customer-0184,2025-01,30,21.194,0.051,1,0,basic,south,3,0,0
customer-0184-2025-02,customer-0184,2025-02,31,18.814,3.599,0,0,basic,south,0,1,0
customer-0184-2025-03,customer-0184,2025-03,32,16.867,6.237,4,1,basic,south,0,0,0
customer-0185-2025-01,customer-0185,2025-01,24,14.472,-4.554,2,0,standard,west,3,0,0
customer-0185-2025-02,customer-0185,2025-02,25,21.551,2.496,3,1,standard,west,4,0,0
customer-0185-2025-03,customer-0185,2025-03,26,21.201,-0.360,0,0,standard,west,3,0,0
customer-0186-2025-01,customer-0186,2025-01,39,11.099,5.345,0,0,basic,west,0,0,0
customer-0186-2025-02,customer-0186,2025-02,40,12.827,2.058,0,0,basic,west,3,0,0
customer-0186-2025-03,customer-0186,2025-03,41,7.742,-11.882,4,0,basic,west,2,1,1
customer-0187-2025-01,customer-0187,2025-01,31,12.901,-8.677,0,0,basic,west,4,1,1
customer-0187-2025-02,customer-0187,2025-02,32,14.140,-6.964,4,1,basic,west,0,0,0
customer-0187-2025-03,customer-0187,2025-03,33,14.159,-6.073,0,1,basic,west,2,0,0
customer-0188-2025-01,customer-0188,2025-01,45,13.458,6.759,0,0,standard,south,1,0,0
customer-0188-2025-02,customer-0188,2025-02,46,14.315,3.339,2,0,standard,south,2,0,0
customer-0188-2025-03,customer-0188,2025-03,47,11.569,2.239,3,1,standard,south,3,0,0
customer-0189-2025-01,customer-0189,2025-01,42,20.848,-5.995,0,1,standard,south,3,0,0
customer-0189-2025-02,customer-0189,2025-02,43,13.903,-4.711,0,1,standard,south,1,0,0
customer-0189-2025-03,customer-0189,2025-03,44,20.414,1.875,0,0,standard,south,0,1,1
customer-0190-2025-01,customer-0190,2025-01,41,21.181,-9.696,0,0,basic,south,3,0,0
customer-0190-2025-02,customer-0190,2025-02,42,19.940,-5.169,0,0,basic,south,2,0,0
customer-0190-2025-03,customer-0190,2025-03,43,21.675,-1.087,0,0,basic,south,3,0,0
customer-0191-2025-01,customer-0191,2025-01,40,15.558,-5.939,0,0,basic,north,3,0,0
customer-0191-2025-02,customer-0191,2025-02,41,16.811,5.148,0,0,basic,north,4,0,0
customer-0191-2025-03,customer-0191,2025-03,42,16.046,-4.722,1,0,basic,north,0,0,0
customer-0192-2025-01,customer-0192,2025-01,47,29.405,-10.914,0,1,standard,south,4,0,0
customer-0192-2025-02,customer-0192,2025-02,48,36.272,-0.538,1,0,standard,south,0,0,0
customer-0192-2025-03,customer-0192,2025-03,49,38.461,5.922,1,0,standard,south,2,0,0
customer-0193-2025-01,customer-0193,2025-01,24,19.485,-1.714,0,0,premium,south,3,0,0
customer-0193-2025-02,customer-0193,2025-02,25,23.883,-3.412,3,0,premium,south,4,0,0
customer-0193-2025-03,customer-0193,2025-03,26,26.279,-3.229,0,0,premium,south,3,0,0
customer-0194-2025-01,customer-0194,2025-01,43,22.289,3.468,0,0,basic,east,1,0,0
customer-0194-2025-02,customer-0194,2025-02,44,27.862,4.124,7,1,basic,east,2,1,1
customer-0194-2025-03,customer-0194,2025-03,45,20.588,-2.085,1,0,basic,east,3,0,0
